"Name","Runtime","Notes","State","Sweep","remove_column","Tags","LG_NRMSE_MEAN","Y_01_NRMSE","Y_02_NRMSE","Y_03_NRMSE","Y_04_NRMSE","Y_05_NRMSE","Y_06_NRMSE","Y_07_NRMSE","Y_08_NRMSE","Y_09_NRMSE","Y_10_NRMSE","Y_11_NRMSE","Y_12_NRMSE","Y_13_NRMSE","Y_14_NRMSE","LG_NRMSE_BEST"
"legendary-sweep-44","267","-","finished","g7erz3bw","X_43","","1.9573140308594863","0.2570412151264504","0.35760583701542487","0.3504610144303467","0.18933133108690167","0.07927530113385436","0.10513669149526508","0.1292822825336583","0.02389875619198479","0.023709526837116156","0.03837463078657949","0.03329022287309698","0.023854351821628338","0.023800149851164985","0.023846233873236908","1.9376511871987576"
"easy-sweep-15","268","-","finished","g7erz3bw","X_14","","1.957321627565348","0.2570237950541788","0.3576007052502222","0.3504133115743082","0.18936347226077527","0.07928591912626741","0.10515185305004264","0.12928154184897528","0.02390197434934021","0.023711797246809253","0.03838382300147475","0.033289530143485103","0.023857111934996844","0.023804091173686728","0.02384818704796385","1.9378851885513353"
"charmed-sweep-54","262","-","finished","g7erz3bw","X_53","","1.957332192447995","0.2569938228231914","0.3575873866960948","0.3504378653994431","0.1893507446508121","0.07930020329759724","0.10510472496855594","0.12931948042029956","0.023907749057258388","0.023717218906974934","0.03838292172636909","0.0333059810302681","0.023861649022494012","0.023809456425397862","0.02385259256058784","1.9379940696939848"
"fresh-sweep-57","262","-","finished","g7erz3bw","X_56","","1.957347238735204","0.2570865822309881","0.3576239856362917","0.3505394819606833","0.18928895272924792","0.0792744165451887","0.10509088143750396","0.12926424876948478","0.02390151575881441","0.023710026406880844","0.03836802689684879","0.033289019138399316","0.023853505952037345","0.02379828326850374","0.023844298990690953","1.9398920408281044"
"faithful-sweep-19","266","-","finished","g7erz3bw","X_18","","1.9573500682172256","0.25700595736381215","0.35758661197754327","0.3504190474693895","0.18936862187343545","0.07927554760597415","0.10516394644729918","0.12928495652195496","0.02390770559476614","0.02371634855622008","0.03839911608252228","0.033294960840239175","0.02386156081992778","0.023808122320860787","0.02385508577244607","1.937930677527271"
"absurd-sweep-40","266","-","finished","g7erz3bw","X_39","","1.9573544547362416","0.2570181270478084","0.3575520106945472","0.35040553938655455","0.18942426794854472","0.07927706275405852","0.1051328528106068","0.12932482149136362","0.02390338459550069","0.023713311670007668","0.038382526000152115","0.03329740599459309","0.02385846706368398","0.02380577632899101","0.023851287604032583","1.937963968367726"
"apricot-sweep-55","263","-","finished","g7erz3bw","X_54","","1.9573605295440957","0.2570425138672944","0.35752967164403315","0.35039286905680456","0.18942866122433072","0.0792972345784282","0.10518321731473156","0.1292994729503259","0.0239010314450657","0.02370881912608894","0.03836289563348299","0.033291666597690714","0.023855089496197433","0.023805114291480058","0.0238473379019385","1.9377700052775424"
"treasured-sweep-47","270","-","finished","g7erz3bw","X_46","","1.9573926974672708","0.2570309966846095","0.35758633378468474","0.35046260597284035","0.189373358542048","0.07927298037899347","0.10514459743013951","0.12928773573185223","0.023906021245619476","0.023716303337258507","0.0383835972898936","0.03329294447053541","0.023860103847421044","0.023807499587003917","0.023854693210213617","1.937853754182647"
"absurd-sweep-42","268","-","finished","g7erz3bw","X_41","","1.957418164383504","0.2570366530389593","0.3575333246349141","0.3504537326767775","0.1893848856257287","0.07927573671027674","0.10520294195809414","0.12927564167588962","0.02390897719374408","0.0237180829660847","0.038389621005584185","0.03329298293638567","0.02386448552193347","0.02381035612183068","0.02385636361442464","1.937820443383039"
"fancy-sweep-41","270","-","finished","g7erz3bw","X_40","","1.957422418752563","0.25705956919674944","0.3575965925478224","0.35046869539781866","0.18929665306624044","0.07926544311963073","0.10522391426616072","0.12928067082104866","0.023903436967774284","0.023713245131309804","0.0383859297215737","0.033292812643551786","0.023858608000891336","0.0238068590010226","0.0238509937943197","1.9378219448550744"
"lively-sweep-26","267","-","finished","g7erz3bw","X_25","","1.9574326536364823","0.2570514350562626","0.35763481893135135","0.3504577927628314","0.1893575543943285","0.07928421139650044","0.10510977134885235","0.1292805889101966","0.023908473155745943","0.023717669215920854","0.03838883515545329","0.033295644338444445","0.02386350010396108","0.02380949382429128","0.023855935851128475","1.938037390594692"
"jumping-sweep-49","277","-","finished","g7erz3bw","X_48","","1.9574483091681785","0.2570401134752836","0.3575913914165111","0.3504381600395806","0.18939618706459463","0.07928478191553787","0.10514658384607278","0.12929421909025657","0.023907393206672903","0.02371627310715442","0.038388554629124945","0.03329914982576946","0.023862106608989388","0.023808859632325464","0.02385476929940321","1.93760411806478"
"exalted-sweep-48","273","-","finished","g7erz3bw","X_47","","1.9574483091681785","0.2570401134752836","0.3575913914165111","0.3504381600395806","0.18939618706459463","0.07928478191553787","0.10514658384607278","0.12929421909025657","0.023907393206672903","0.023716273107154424","0.038388554629124945","0.03329914982576946","0.023862106608989388","0.023808859632325464","0.02385476929940321","1.93760411806478"
"X_01","268","-","finished","g7erz3bw","X_01","","1.9574800298684027","0.2570303571142736","0.35758321362554507","0.35047571936023597","0.18945117784299015","0.07929689772750674","0.10507538610214806","0.12928980235495874","0.02391042594773233","0.02372105484283437","0.03838419340171935","0.03330363559480155","0.02386585930334985","0.023811671645375777","0.02385803898985327","1.937764873287006"
"jolly-sweep-24","276","-","finished","g7erz3bw","X_23","","1.9574804863234057","0.25704257326994584","0.3575864851902392","0.3504517113579113","0.18938818862713563","0.07928412625927003","0.10517097929751576","0.12929396997784276","0.023907141160540085","0.02371633616290399","0.03838973492987671","0.03329854263575382","0.02386199857165117","0.02380882448981072","0.023854839364928663","1.9377814711223464"
"scarlet-sweep-16","270","-","finished","g7erz3bw","X_15","","1.957480956160919","0.2570692611984545","0.3575676506126607","0.3504751161615875","0.1893936973658163","0.07928691841195672","0.10513462628424636","0.12929967904647682","0.02390584966923591","0.023715541302472935","0.03838536801136154","0.03329848934926758","0.023860774838219","0.02380770870923617","0.02385371544983997","1.938311531011766"
"wobbly-sweep-33","269","-","finished","g7erz3bw","X_32","","1.957481995612564","0.25707182690196495","0.35762356807385653","0.35051356853143756","0.1893893582017756","0.0792604713463407","0.1050949852387692","0.12928841715056094","0.0239067439005277","0.023713726140366976","0.03838400014054529","0.033288535232800856","0.02386000548019824","0.023804694791677992","0.02385230661269479","1.938454470338256"
"wise-sweep-13","268","-","finished","g7erz3bw","X_12","","1.9574833877333064","0.25703802161745004","0.3575455096752901","0.3504603380162236","0.1894200027119717","0.0793024832547823","0.1051401440263217","0.12930021782385956","0.023910430771529108","0.02372024999717152","0.038387346766149466","0.03329941136204192","0.02386519662416999","0.023812481288028115","0.023858124218831777","1.938153120864992"
"pious-sweep-28","272","-","finished","g7erz3bw","X_27","","1.957488953469494","0.25707429763602463","0.35763840049356205","0.35049860786499465","0.18937093445729855","0.07926213908461524","0.10511486806937569","0.12929131013401052","0.023903449907407556","0.023714403369035443","0.038380934009817","0.03329076591811718","0.023860207776622837","0.023806055246417556","0.023851777972737555","1.938194252011963"
"prime-sweep-31","267","-","finished","g7erz3bw","X_30","","1.9574897648306884","0.25704370488269956","0.357586726735688","0.35041248606674086","0.18939234716452655","0.0792906073099989","0.10517946683331814","0.12930216486799254","0.02391081537045872","0.023719646264474023","0.03839638251333834","0.03330046055333478","0.023864127670513796","0.023810225412644204","0.02385693933867561","1.9381967819950512"
"X_02","273","-","finished","g7erz3bw","X_02","","1.9574967463629245","0.2570499533804009","0.35760564056255284","0.3504650735877023","0.18937145430569552","0.0792835844764864","0.10516212091928807","0.12928940393345698","0.023907996382167056","0.023717554743423554","0.03839118576559668","0.03329792748634764","0.023862784403308728","0.02380908681409496","0.023855934092852575","1.9376886967454563"
"unique-sweep-25","269","-","finished","g7erz3bw","X_24","","1.9574969218445568","0.2570512692573882","0.3575961435480168","0.35047868572916674","0.1893611046991913","0.07927717006207798","0.10517084818366962","0.12929486531596962","0.023907982775372365","0.02371726467762475","0.038387708212486674","0.033297882346518023","0.023862725204968117","0.023810843037035033","0.023854814880900903","1.9378638320823651"
"Base","276","-","finished","g7erz3bw","All","","1.957502582539816","0.257054387479459","0.35758578424377024","0.3504508928158862","0.18938901373323935","0.07928390461373888","0.10517349725548632","0.12929644314801858","0.023907491607649305","0.023716666766662575","0.03839037450869544","0.03329910063240162","0.023862243321470817","0.023809116112646668","0.02385538332124152","1.9378549986290317"
"exalted-sweep-43","267","-","finished","g7erz3bw","X_42","","1.95750278041586","0.25706508898506375","0.35763758631839837","0.3504989808382965","0.18934362816270603","0.07925979463916376","0.10515566334851004","0.12928717965640915","0.02390723514989567","0.02371500239035052","0.03838971664114224","0.03329242467029542","0.023859937947994004","0.023806674260775776","0.023852835987169887","1.9378693985036368"
"fluent-sweep-5","271","-","finished","g7erz3bw","X_04","","1.9575136169478784","0.2570517488490658","0.35758984716168435","0.3504457638545072","0.18938937485920593","0.07928377326909997","0.1051791791108914","0.12929532151711842","0.023908716869304257","0.02371789294773919","0.03839224399968035","0.03330006658269086","0.023863822180699656","0.02381048041946035","0.023856640228555697","1.937735394290276"
"glowing-sweep-32","268","-","finished","g7erz3bw","X_31","","1.9575167126828183","0.25703695416765265","0.35760959863382524","0.35044479832113284","0.189353794221309","0.07928690100823509","0.10518320346478124","0.12932730753377045","0.023907194436216674","0.023714870536498865","0.03839404896417407","0.033299871723076156","0.02386368708129088","0.02380807770674188","0.023856454526728774","1.937992565445331"
"neat-sweep-46","273","-","finished","g7erz3bw","X_45","","1.9575502567388732","0.2570964834472925","0.3576605394457279","0.3505276928335508","0.1893242988601814","0.0792633372348537","0.10514674063060243","0.12926817240956734","0.02390680602581094","0.023715171585793254","0.03838552242367708","0.03329484696947578","0.023860704217275788","0.023807411942997795","0.023853714534549177","1.9377041663487904"
"comfy-sweep-12","270","-","finished","g7erz3bw","X_11","","1.957562281455879","0.25705517627075614","0.35758800136118196","0.3504596880849208","0.18939182955259776","0.07928428603432555","0.10521038579495028","0.1292970384330424","0.023906695938762795","0.02371600518099654","0.03839227912896472","0.033297757859892994","0.023861654522778865","0.023808549339794156","0.023854313658806567","1.937816921161937"
"earnest-sweep-34","267","-","finished","g7erz3bw","X_33","","1.9575690046374423","0.25709770007591937","0.35763290788978325","0.3504917862026586","0.18936772351010575","0.07928869116947049","0.10510135516603772","0.12930481455987816","0.023908970956200978","0.02371756276824171","0.03839124070267366","0.03330223197291267","0.023861475981732737","0.023808725819268788","0.023855027956547693","1.9374964618814416"
"silvery-sweep-30","273","-","finished","g7erz3bw","X_29","","1.9575769373170688","0.2570802873480065","0.3575876812788651","0.3504897718018178","0.18939637847964663","0.07928136180708281","0.1051780411127692","0.12927781193014085","0.02390864313041132","0.023718361528863714","0.03838980181464","0.03329865311270384","0.023863451637523715","0.023810877719874304","0.02385581923697479","1.9381734842160885"
"unique-sweep-29","268","-","finished","g7erz3bw","X_28","","1.957579193831655","0.2570601564405278","0.3576041432900409","0.3504626425831951","0.18942580217836924","0.07929975065920088","0.10513542219933728","0.12930115988898255","0.02390949399164962","0.02371765933521921","0.03838886607149423","0.033303534746779176","0.02386428017440472","0.02381063048710824","0.023855937539085388","1.9379407884404147"
"avid-sweep-11","273","-","finished","g7erz3bw","X_10","","1.9575918911479755","0.25706927279494013","0.3576101480248547","0.3504642560574113","0.1893876003942719","0.07928086923891856","0.10519787261322812","0.129299494079232","0.023907466238337973","0.023716409732890673","0.03839153696942001","0.03329816597693007","0.02386189165124591","0.02380888664478737","0.02385462484326789","1.9377196975034097"
"young-sweep-39","264","-","finished","g7erz3bw","X_38","","1.9576213507766085","0.25707495842569267","0.357613330153473","0.350470336305175","0.1893447830332097","0.07927851238226016","0.1052573960518776","0.12930723018646811","0.02390437900259349","0.023714263074589924","0.03839309750364569","0.03329629024690155","0.02385858067107434","0.023805431288013244","0.023852577343484057","1.9380869135599383"
"floral-sweep-17","272","-","finished","g7erz3bw","X_16","","1.9576766748164691","0.2570833514718895","0.35765171228767223","0.35051166465505423","0.1893714287978407","0.07928167508943743","0.10517535105159022","0.12930475359043328","0.023906957724445496","0.023716023322043943","0.038393474260726736","0.03329887172816219","0.02386172021435261","0.023808630794720818","0.02385368089442725","1.938139260275506"
"warm-sweep-27","268","-","finished","g7erz3bw","X_26","","1.9576990341216325","0.25706093415012543","0.35756371275173815","0.35045998771224707","0.1894643576165547","0.07932989726952905","0.10516115294101784","0.1293363193413654","0.023910856651286717","0.023720398845482677","0.03839182896715397","0.033304760178009984","0.023865580343289568","0.023812762532866148","0.02385904113419265","1.937983835005274"
"olive-sweep-45","273","-","finished","g7erz3bw","X_44","","1.957700357249189","0.25707651196729014","0.35766265149150317","0.3505333852964677","0.18938075802322496","0.07928335750607991","0.1051858115832902","0.12929751798141248","0.02390321343781953","0.023712575417741084","0.03839301113377673","0.03329441666485779","0.0238568452338155","0.023804794980254985","0.02385086507423704","1.9381342251455431"
"dandy-sweep-18","276","-","finished","g7erz3bw","X_17","","1.9577738627788512","0.25709621063732147","0.35764955300207335","0.35050379503946305","0.18940787637383608","0.07931188239749251","0.10513110513875934","0.12933902160753502","0.023910064471031868","0.023718685784879057","0.03839520523652494","0.03330995076468254","0.02386307251919796","0.023810445049975572","0.023857093022575698","1.9374680086238945"
"stilted-sweep-7","269","-","finished","g7erz3bw","X_06","","1.957955357749595","0.25709268856810213","0.3576660572133324","0.35048105068593627","0.18945511653448377","0.07931059710085793","0.1052194923258802","0.12933144182944717","0.023915029232108972","0.02372385746022881","0.03840763695840541","0.03331284694127835","0.023868542507273535","0.023815428432396","0.02386127726183447","1.9387924755824784"
"glamorous-sweep-23","273","-","finished","g7erz3bw","X_22","","1.958145770694549","0.257144426083965","0.3577752149189482","0.35062558044073044","0.1894765106575509","0.07932666003972885","0.10507059812037796","0.1292731477901941","0.02392010710371","0.023728506106632165","0.038402336142104344","0.03331462152677793","0.02387559368425824","0.02382206482803447","0.02386795422049573","1.9396644640111531"
"copper-sweep-21","270","-","finished","g7erz3bw","X_20","","1.9582642232062304","0.2572121337184695","0.35762877007061833","0.3505038396171362","0.18941111632852117","0.07930518085221942","0.10546130366976768","0.12929054318072478","0.023918187636712187","0.02372727097168322","0.03841025209796171","0.03329352690236864","0.02387276313042211","0.023819772218587516","0.023863347796204193","1.938616233706876"
"super-sweep-20","266","-","finished","g7erz3bw","X_19","","1.95832974036368","0.25712050317959656","0.35770285765141335","0.35056161341023157","0.18929521880222752","0.07925266470675749","0.1056961164081792","0.12925642645975993","0.02391153636929396","0.02372061240788973","0.03842436943155587","0.03329644166743718","0.023864729681515658","0.023811583562920423","0.023855679227409405","1.937598733807313"
"classic-sweep-9","267","-","finished","g7erz3bw","X_08","","1.9585827456385312","0.25714023656010454","0.3576724571024517","0.35053878542970207","0.18949690172829517","0.07929997183280738","0.1052699742790046","0.12938785290416868","0.02395552820396973","0.023762464102119265","0.03848741416392955","0.03334876399356846","0.023909454638486236","0.023857170716285965","0.02390342837553738","1.9394841870165191"
"twilight-sweep-6","270","-","finished","g7erz3bw","X_05","","1.9590264548905172","0.25719590078172694","0.3578918043261595","0.3506459386093508","0.1893259852360392","0.0793266155398191","0.10568608743148866","0.12935760961674275","0.0239134975400234","0.02372179297618284","0.03843359527728238","0.033316198176837446","0.023866773674286752","0.023814782371689585","0.023861185516617953","1.9411593011052508"
"X_03","267","-","finished","g7erz3bw","X_03","","1.96104621447332","0.25730551110978916","0.3578283316578449","0.3506475159707706","0.19034169077143215","0.07948225830777599","0.10553969655501816","0.12962403490303195","0.02396819113352895","0.023776186228229173","0.038505272697973915","0.033371377519404014","0.023924460526617786","0.02387037891398737","0.023913862096077525","1.941787616398245"
"X_09","268","-","finished","g7erz3bw","X_09","","1.9620478403804804","0.25726607354768627","0.35782223031968374","0.35059625967418884","0.1899079686308113","0.07939056795308885","0.10719717991335669","0.12952001971393917","0.02393556297497925","0.02374214974629792","0.038603859340378285","0.03333397280470561","0.023889702585764023","0.023835689835859517","0.023879430794194155","1.9416756388270056"
"X_49","261","-","finished","g7erz3bw","X_49","","1.9676254746975743","0.2574062276518939","0.3581317448694735","0.35088553210962015","0.18992324982915124","0.0795273929921675","0.11013722399427468","0.12977391839215988","0.024001256784613543","0.023807225785825226","0.038857569750406315","0.03342448916765696","0.023951736445478232","0.023897925391243652","0.02394267220893886","1.9463806584167769"
"X_07","268","-","finished","g7erz3bw","X_07","","1.9678592212560289","0.25802331953044266","0.35834374369071753","0.35114809335845","0.1904639485841127","0.07955110487372517","0.10873623558179864","0.12973401352933575","0.024004947821025396","0.023809618677071768","0.038825708686332075","0.03340302682938597","0.02395702327872628","0.023907428973000907","0.023949926447982193","1.9465566733928736"
"quiet-sweep-1","92","-","running","wz9wh9os","[""X_37"",""X_50""]","","","","","","","","","","","","","","","","",""
